,中标公告唯一标识,标段名称,标段编号,中标公告发布时间,中标单位,中标单位代码,中标价,项目负责人,工期,质量承诺,项目名称,中标时间,标段所在行政区域代码,费率或其它类型结果,交易平台名称,投诉情况,回复情况,行政监督机构名称,专家姓名,交易平台标识码
2062,279da962-2475-4b26-82b2-c6b03894e1ec,平湖市第一人民医院原址扩建（二期）工程弱电项目,A3304820630000259001001,2020-11-19 08:55:15.0,浙江正合安装有限公司,91330401MA2B8AQ66A,9729921,陈超群,0,/,平湖市第一人民医院原址扩建（二期）工程弱电项目,2020-11-19 08:55:15.0,330482,,平湖市公共服务平台,,,新点电子招投标监督平台,,A3304820630
2063,541ec89b-c894-4b1e-840d-7c33df918e24,桐乡市凤鸣街道工业区零直排改造工程,A3304830640000471001001,2021-09-06 16:29:12.0,宁波兴叶生态环境工程有限公司,91330281MA282T4C1E,3780679,鲁永吉,0,/,桐乡市凤鸣街道工业区零直排改造工程,2021-09-06 16:29:12.0,330483,,桐乡市公共服务平台,,,新点电子招投标监督平台,,A3304830640
2064,75b20164-7d0f-4d13-9f26-33e905fe69ec,杭金衢高速公路两座天桥拆除后配套道路建设工程施工,A3307810870000910910147,2021-12-28 14:37:00.0,兰溪市通达公路养护工程有限公司,91330781749810830Y,3749750,徐顺平,120,合格工程,杭金衢高速公路两座天桥拆除后配套道路建设工程,2021-01-27 17:00:00.0,330781,,兰溪市公共资源交易中心,,,兰溪市交通局,,A3307810870
2065,d48344a1-c63e-465d-9ad6-df72c3c677c1,玉环市科技产业功能区(清港段)配套设施建设工程-湫盐路延伸段（凡苔路）,A3310211100000341002001,2020-11-23 00:00:00.0,台州浩泰建设股份有限公司,91331024MA28G2377M,5887743,徐航,0,合格,玉环市科技产业功能区（清港段）配套设施建设工程-市政工程,2020-11-23 15:39:32.0,331021,,玉环市公共资源交易平台,,,玉环市住房和城乡建设局,,A3310211100
2066,cc90b843-a506-45f6-8d86-9af9f371b1b8,永康五金技师学院建设工程（一期）--G图文信息中心,A3307840900000053001001,2021-10-27 10:11:42.0,浙江新华建设有限公司,91330784738433806C,183752381,蔡中平,680,不低于国家相关验收合格标准并承诺创“钱江杯”奖项,永康五金技师学院建设工程（一期）--G图文信息中心,2021-10-21 16:00:00.0,330702,,永康市公共资源交易中心,,,永康市住房与城乡建设局,,A3307840900
2067,253e9df0-e276-42e1-a7a7-18d0a9db0ba9,龙游县老城区道路交通安全设施改造提升工程（二期）,A3308250980001296001001,2020-09-18 00:00:00.0,龙游欢灿建设有限公司,91330825MA2DHYMQ02,3924065,蓝海涛,180,合格,龙游县老城区道路交通安全设施改造提升工程（二期）,2020-09-18 09:25:48.0,330825,,龙游县公共资源交易平台,,,1441846024373009,,A3308250980
2068,1086e4b3-23dc-4443-8e84-fd22024fb158,,A3310821150002054001001,2020-12-22 20:08:57.0,杭州涌顺水利水电工程有限公司,91330109MA28R4M06P,4165052,,0,,,2020-12-22 20:08:57.0,331000,0.00,临海市公共资源交易中心,,,,,A3310821150
2069,7892f401-11d1-4f8c-883f-7d2809196641,G351国道（K201+350-K202+850）段两侧绿化提升工程（第二次）,A3307830890002562562001,2021-06-16 14:25:40.0,浙江省东阳市城乡园林绿化有限公司,913307837154781982,2352690,陈稀,90,合格,G351国道（K201+350-K202+850）段两侧绿化提升工程（第二次）,2021-03-11 08:00:00.0,330783,,东阳市公共资源交易中心,,,东阳市交通局,,A3307830890
2070,53ce5414-ea1c-4c46-be71-36fa28eaca93,萧甬铁路钱清货运站海关监管点建设项目,A3306030730001191001001,2022-08-10 10:39:01.0,浙江东厦建工集团有限公司,91330621777218658G,26202000,周振华,120,合格,萧甬铁路钱清货运站海关监管点建设项目,2022-08-03 09:30:00.0,330603,下浮率,绍兴市柯桥区公共资源交易中心,,,绍兴市柯桥区公共资源交易管理委员会办公室,,A3306030730
2071,3df19790-5c19-4fc6-822e-3ddd02c03100,义乌经济技术开发区绿茵创新小镇一期配套工程-铜山路工程,YW20200220003-S00100000,2020-04-10 09:54:00.0,浙江汇洋建设工程有限公司,91330782742936019U,27279762,朱新新,300,合格,义乌经济技术开发区绿茵创新小镇一期配套工程-铜山路工程,2020-04-10 09:54:00.0,330782,,义乌市公共资源交易中心,,,义乌市·市本级,,A3307820880
2073,3aa0f148-54a8-4b39-bf4d-9ef614807202,温州港瓯江港区灵昆作业区24~28#通用泊位工程（水域部分）施工监理,A3303010410000004001001,2021-11-04 10:40:58.0,浙江港湾工程项目管理有限公司,91330300716131495T,7449600,潘洪福,1000,所辖施工标段交工质量评定合格,温州港瓯江港区灵昆作业区24~28#通用泊位工程（水域部分）施工监理,2021-11-04 10:41:16.0,330301,,温州市行政审批与公共资源交易服务管理中心,,,温州市住房和城乡建设局,,A3303010410
2074,12c147fb-eec4-48b4-88f3-04da24795bb3,海曙区粮食中心库一期工程（勘察设计）,A3302030230000736001001,2022-09-29 00:00:00.0,浙江东方建筑设计有限公司,913300007399162282,0,叶斐,70,按国家技术规范、标准及规程，达到勘察设计任务书要求和招标文件规定的勘察设计深度。,海曙区粮食中心库一期工程（勘察设计）,2022-09-29 08:48:43.0,330203,-21%,海曙区公共资源交易平台,,,宁波市海曙区公共资源交易管理办公室,,A3302030230
2075,541093c0-afb5-4e73-be4d-c9f175632e41,平阳县凤卧镇第一幼儿园建设工程（二期）,JS330326200813002140000,2020-09-17 04:09:40.0,福建善云建设工程有限公司,91350901MA2YD8H61E,8517534,吴珍,260,合格,平阳县凤卧镇第一幼儿园建设工程（二期）,2020-09-17 04:02:14.0,330326,,平阳县公共资源交易中心,,,平阳县公共资源交易中心,,A3303260470
2076,5063e8a2-863d-4b2a-9c49-9c3579063f19,JC-1标段,E3300000007000390004001,2021-07-30 00:00:00.0,嘉兴市卓越交通建设检测有限公司,91330401749808626U,3931277,张卿,0,无,浙北高等级航道网集装箱运输通道建设工程嘉兴段（海盐）,2021-07-30 09:52:08.0,330000,,浙江省公共资源交易中心,,,浙江省招标投标管理中心,,A3300000020
2077,7ba084b3-8657-4b5f-89c4-bfe3fd1b0969,庙下乡横源片三村联建综合物业楼工程,A3308250980001278001001,2020-09-15 00:00:00.0,衢州全众建设工程有限公司,91330825MA2DHYYL6K,1990150,金灵,180,合格,庙下乡横源片三村联建综合物业楼工程,2020-09-15 10:10:21.0,330825,,龙游县公共资源交易平台,,,1441846024373009,,A3308250980
2078,b69d041e-463f-4fa2-8bed-963861a599c7,桐乡市乌镇大道干道快速化改造（市区段）项目施工监理,A3304830640000729001001,2022-08-11 10:01:33.0,浙江江南工程管理股份有限公司,9133000072008517XG,8452980,张小寒,0,/,桐乡市乌镇大道干道快速化改造（市区段）项目施工监理,2022-08-11 10:01:33.0,330483,,桐乡市公共服务平台,,,新点电子招投标监督平台,,A3304830640
2079,22e26b72-29cf-45e0-bce1-d3e34049d18a,宁海县宁东新城科技河南段河道改造提升工程设计,B33022603000003870014-1,2021-06-24 00:00:00.0,浙江省水利水电勘测设计院,91330000470043750H,1318000,姚杰,0,合格,宁海县宁东新城科技河南段河道改造提升工程设计,2021-06-08 14:55:11.0,330226,,宁海县公共资源交易中心,,,宁海县公共资源交易管理办公室,,A3302260300
2080,29c6f29e-a041-4063-accc-0df6d6f3fad8,杭州重机宿舍区块拆迁安置房设计,A3301030080300061001001,2021-05-26 09:00:00.0,浙江蓝绿双城建筑设计有限公司,9133010971951837X5,14500000,,0,无,杭州重机宿舍区块拆迁安置房设计,2021-05-20 18:36:48.0,330103,,杭州市公共资源交易中心下城分中心,,,杭州市下城区住房和城市建设局招投标管理科,,A3301030080
2081,24363e5e-ae86-43f2-bcb9-703dd80acd71,义乌市稠江街道稠关村市政配套工程（二区）,CJ20200827002-S00100000,2022-01-13 12:36:16.0,绍兴市金辉建设有限公司,91330621592854164Q,5458771,应狄江,240,符合国家验收合格标准,义乌市稠江街道稠关村市政配套工程（二区）,2022-01-13 12:36:16.0,330782,,义乌市公共资源交易中心,,,义乌市·稠江街道,,A3307820880
2082,8764a07e-09d5-430b-8d27-1735d91715ee,,A3310811140000989001001,2020-05-19 15:52:33.0,中交水运规划设计院有限公司,91110000400007594G,1984200,,0,,,2020-05-19 15:52:33.0,331000,0.00,温岭市公共资源交易中心,,,,,A3310811140
2083,9f789ba9-e09e-4478-9233-f79708e0c45c,海宁“智慧港”科技产业园（至纯科技）项目施工阶段全过程工程造价控制服务,A3304810620000813001001,2021-12-10 14:04:24.0,浙江国华工程管理有限公司,913304017559415033,1181568,程娟苗,0,/,海宁“智慧港”科技产业园（至纯科技）项目施工阶段全过程工程造价控制服务,2021-12-10 14:04:24.0,330481,,海宁市公共服务平台,,,新点电子招投标监督平台,,A3304810620
2084,4a234081-f921-42fc-a809-9e8d0d3517d3,瑞安市江南污水处理厂扩容提标工程—工艺、自控设备成套及安装,A3303810530000814_01000,2020-12-08 14:43:03.0,浙江天行健水务有限公司,91330604080556585G,27612600,吴炜,365,合格,瑞安市江南污水处理厂扩容提标工程—工艺、自控设备成套及安装,2020-12-08 14:43:03.0,330381,,瑞安市公共资源交易中心,,,瑞安市公共资源交易中心,,A3303810530
2085,118267f6-30bf-4923-849f-85e1feb70107,2020年上墅乡后山至溪滩里联网公路工程（路面工程）,A3305230700000501001001,2020-10-12 08:25:19.0,湖州天辰建设工程有限公司,913305220501162394,1033733,胡仕龙,0,合格,2020年上墅乡后山至溪滩里联网公路工程（路面工程）,2020-10-12 08:25:19.0,330534,,安吉县公共资源交易中心,,,安吉县公共资源交易管理办公室,,A3305230700
2086,2140bb8c-956c-49e8-aa47-26305dfd0d55,康山大道与306省道、西塞山路交叉口交通安全隐患整治工程,HZ20210507005-100000000,2021-06-22 10:57:25.0,浙江长兴中振建设有限公司,91330522MA28CMUJX8,2985525,陈少凌,0,无,康山大道与306省道、西塞山路交叉口交通安全隐患整治工程,2021-06-22 10:57:11.0,330507,1,湖州经济技术开发区公共资源交易中心,,,湖州市公共资源交易中心,,A3305300710
2087,b056ec0d-34d3-4daa-b21f-fff533dcf7f5,2021年定海区老旧小区环境提升工程—丁香公寓12幢改造工程,DHA20210076001001000000,2021-05-20 08:49:12.0,浙江海昊建设有限公司,91330901669161658H,7233074,赵流夷,0,合格,2021年定海区老旧小区环境提升工程—丁香公寓12幢改造工程,2021-05-20 08:49:12.0,330902,,舟山市定海区公共资源交易中心,,,舟山市定海区公共资源交易中心,,A3309021010
2088,892da9ed-a561-4e6b-8301-3b344905484d,常山县油茶智能化育苗基地建设项目设计,20200407004101186900149,2020-05-12 09:50:56.0,上海颐景建筑设计有限公司,913101181346815857,138207,聂孙亮,20,合格,常山县油茶智能化育苗基地建设项目设计,2020-04-20 08:27:00.0,330822,,常山县公共资源交易中心,,,常山县公共资源监督管理办公室,,A3308220940
2089,2a95b072-a889-4a05-883e-3084859acd4d,金东区寺垅水库加固改造工程,A3307030800001451001001,2022-04-06 14:12:30.0,浙江广涵建设有限公司,9133070330777350X5,3389007,陈旭能,180,合格,金东区寺垅水库加固改造工程,2022-03-28 14:30:00.0,330702,7.0,金华市公共资源交易中心金东区分中心,,,金华市金东区水务局,,A3307030800
2090,8618d12c-6777-4c52-a346-15d9ba465419,温岭市新河镇广源路桥梁及接线工程（二期）,A3310811140001147002001,2021-06-11 14:59:17.0,台州宏丰建设有限公司,91331081577747838A,5927108,林莉莉,0,合格,温岭市新河镇广源路桥梁及接线工程,2021-06-11 14:59:17.0,331000,0.00,温岭市公共资源交易中心,,,温岭市公管委,,A3310811140
2091,2a2730b5-710f-4c68-a244-f4e1ee6b72ed,设计,E3300000007000331001001,2020-10-30 00:00:00.0,河南省水利勘测设计研究有限公司,91410105415803905B,1058000,吉刚,80,无,绍兴市曹娥江综合整治工程（新昌区段）,2020-10-30 09:51:01.0,330000,,浙江省公共资源交易中心,,,浙江省招标投标管理中心,,A3300000020
2092,01ee21e2-ba5b-4f1f-8823-0fa6fd77eed0,二号路（大越路至尚书路）及安置房南侧配套桥梁新建工程,A3306021280000813001001,2022-06-01 17:00:02.0,洪都建设集团有限公司,91360100672415233J,7113499,谢玮玮,200,暂无,二号路（大越路至尚书路）及安置房南侧配套桥梁新建工程,2022-06-01 16:57:17.0,330601,,绍兴市越城区公共资源交易平台,,,绍兴市公共资源交易中心越城分中心,,A3306021280
2093,049e2fd2-1b6a-4a5a-8bdb-e162d27068d3,合成氨原料路线及节能减排技术改造项目进口在线气体分析仪系统,A3308010010850980010000,2021-10-15 08:30:51.0,浙江巨化清安检测科技有限公司,913308007590548995,7558888,无,0,无,合成氨原料路线及节能减排技术改造项目,2021-10-15 08:30:51.0,330801,,衢州市公共资源交易中心,,,衢州市公共资源交易监督管理办公室,,A3308010910
2094,16a33681-5321-4306-b661-29ba9913ea4a,浙江黄岩柑橘科创中心数字化基地（一期）大棚工程,A3310011060002036001001,2021-12-29 17:11:00.0,中农实创（北京）环境工程技术有限公司,91110114585807941N,5906132,王云飞,120,合格,浙江黄岩柑橘科创中心数字化基地（一期）大棚工程,2021-12-24 14:52:58.0,331001,无,台州市公共资源交易中心,,,台州市农业农村局,,A3310011060
2095,e60ea622-99dc-4b21-a977-b30c0f6d85a9,曹娥江水上码头配套工程,A3306820700002576001001,2020-06-11 15:23:01.0,浙江江河建设有限公司,91330604MA29E6AJ0N,7504617,虞国强,0,合格,曹娥江水上码头配套工程,2020-06-11 15:23:01.0,330682,,绍兴市上虞区公共资源交易中心,,,绍兴市上虞区便民服务中心(招标投标监督办公室),,A3306040760
2096,9d03d877-296f-4637-9b13-e42cacc4ce0f,天台白鹤镇公益生态陵园工程,A3310231120100244001001,2022-10-18 14:50:25.0,绍兴市公用工程建设有限公司,91330600143016704G,17492673,张祖森,200,合格,天台白鹤镇公益生态陵园工程,2022-10-10 15:42:01.0,331001,,天台县公共资源交易中心,,,天台县住房和城乡建设局,,A3310231120
2097,d655faab-2f33-4f98-a1ec-df88334d9cf5,金兰华庭（二期）建设工程,A3307810870001546001001,2022-11-24 09:51:30.0,广西建工集团第三建筑工程有限责任公司,9145020027298084XF,154722022,谢正恒,0,不低于国家相关验收的合格标准。,金兰华庭（二期）建设工程,2022-10-26 14:00:00.0,330781,,兰溪市公共资源交易中心,,,兰溪市住房和城乡建设局,,A3307810870
2098,33e94bb1-2c9e-443e-b0de-e0812b8f6691,丽水学院职业教育中心项目,A3311011160011313001001,2022-06-20 17:39:16.0,龙泉市永达建设工程有限公司,91331181568192324W,146452309,季茂平,0,合格,丽水学院职业教育中心项目,2022-06-20 17:39:16.0,331101,,丽水市公共资源交易中心,,,丽水市行政审批服务管理办公室,,A3311011160
2099,95e0c98d-9917-4a5e-b65b-35517c46e8ff,,A3310821150002010001001,2020-11-20 16:44:27.0,浙江碧源建设工程有限公司,91330702MA2DFUFNX3,1328453,,0,,,2020-11-20 16:44:27.0,331000,0.00,临海市公共资源交易中心,,,,,A3310821150
2100,32b226d9-6c9c-44d3-9fd8-7522bc966d45,信诚路铁路以南段道路工程（火炬大道至东冠路）3标,A3301080120300031001001,2020-08-11 09:00:00.0,杭州萧宏建设环境集团有限公司,91330108253934178H,35393251,徐爱芳,0,无,信诚路铁路以南段道路工程（火炬大道至东冠路）3标,2020-08-05 15:26:12.0,330108,,杭州高新技术产业开发区（滨江）公共资源交易中心,,,杭州高新技术产业开发区（滨江）建设工程招投标管理办公室,,A3301080120
2101,5721ee69-0ead-44b0-93af-a6182353dd1a,东阳市望江南路南延建设工程施工监理,A3307830890002652652001,2021-06-23 15:07:36.0,杭州市建筑工程监理有限公司,91330100143034865N,355362.69,刘玉群,180,合格,东阳市望江南路南延建设工程施工监理,2021-05-22 19:00:00.0,330783,,东阳市公共资源交易中心,,,东阳市住房和城乡建设局,,A3307830890
2102,e9267d92-1474-4eda-9da6-798de469b5bc,海盐县海盐塘水系综合治理（望海街道片区）一期项目施工监理,A3304240590003032001001,2022-11-07 10:33:04.0,浙江中泓工程技术有限公司,91330402096091487Y,328966,顾文彪,0,/,海盐县海盐塘水系综合治理（望海街道片区）一期项目施工监理,2022-11-07 10:33:04.0,330424,,海盐县公共服务平台,,,海盐县小型工程,,A3304240590
2103,d216cbd1-87d6-47d3-a87f-abb7ffe8b320,"乐清市虹桥镇城市休闲游步道改造提升工程,",A3303820540000999001001,2020-10-12 14:04:32.0,淳安宇诚建设有限公司,91330127MA2CEN107J,3193647,向新为,120,1,乐清市虹桥镇城市休闲游步道改造提升工程,2020-10-12 14:04:32.0,330382,,乐清市公共资源交易中心,,,乐清市建设工程招标投标管理站,,A3303820540
2104,c77bd091-a0f2-477b-a352-015caf6b4aed,义乌市赤岸镇东朱村公路两侧绿化景观及村内池塘护栏工程,CA20210114001-S00100000,2022-01-13 10:10:54.0,嘉兴鹏盛建设有限公司,91330401MA2B8PXB2D,1800105,郭玉凯,180,合格,义乌市赤岸镇东朱村公路两侧绿化景观及村内池塘护栏工程,2022-01-13 10:10:54.0,330782,,义乌市公共资源交易中心,,,义乌市·赤岸镇,,A3307820880
2105,e36f7658-c0a6-49f4-a7b9-9ca9514716a6,海曙区鄞奉片区HS17-04-15地块项目（监理）,A3302030230000456001001,2021-08-18 00:00:00.0,浙江宏宝项目管理咨询有限公司,91330205144379726E,2318888,李思贵,0,同施工质量要求,海曙区鄞奉片区HS17-04-15地块项目（监理）,2021-08-18 09:49:32.0,330203,,海曙区公共资源交易平台,,,宁波市海曙区公共资源交易管理办公室,,A3302030230
2106,ac184593-31ba-4ecd-a053-328c8244317f,2019-2021年中心城区雨污管网改造及附属配套工程-鹿溪路环城南路及南门路三标段,A3308810000580010010000,2020-08-25 16:02:10.0,浙江广胜集团有限公司,9133080314778062XM,22611845.69,张朱建,0,符合现行工程施工质量验收规范和标准及施工图纸要求，一次性验收合格。,2019-2021年中心城区雨污管网改造及附属配套工程-鹿溪路环城南路及南门路三标段,2020-08-25 16:02:10.0,330881,,衢州市公共资源交易中心,,,衢州市公共资源交易监督管理办公室,,A3308010910
2107,62173fa5-c754-494d-8b60-7e4af96dc69c,杭州湾跨海大桥南接线、宁波绕城东段高速公路、穿山疏港高速公路及象山港大桥UPS系统更新及高压检测工程,G3302010000005984001001,2021-01-05 15:02:10.0,浙江信电技术股份有限公司,9133020078432642XC,1910000,-,0,-,杭州湾跨海大桥南接线、宁波绕城东段高速公路、穿山疏港高速公路及象山港大桥UPS系统更新及高压检测工程,2020-12-23 17:00:00.0,330201,,宁波市公共资源交易中心,,,其他（非监管中心监管项目）,,A3302010220
2108,4647a1e1-4559-4baf-81c9-10ab6df2d108,瑞安市玉海街道北濠河周边生态修复工程,A3303810530001100_01000,2021-11-24 09:23:27.0,浙江吉瑞建设有限公司,913303817559248347,15799807.19,王瑞康,365,合格,瑞安市玉海街道北濠河周边生态修复工程,2021-11-24 09:23:27.0,330381,,瑞安市公共资源交易中心,,,瑞安市公共资源交易中心,,A3303810530
2109,df566653-a4c2-4fd5-beaa-38ce8bba992c,义乌市北苑街道万村旧村改造小高层（二期）工程弱电工程（重新招标）,BY20210514001-S00100000,2022-01-13 16:58:44.0,浙江科友信息工程股份有限公司,91330782731536669G,1249846,李福顺,300,合格,义乌市北苑街道万村旧村改造小高层（二期）工程弱电工程（重新招标）,2022-01-13 16:58:44.0,330782,,义乌市公共资源交易中心,,,义乌市·北苑街道,,A3307820880
2110,c7d17da3-5e15-465d-a3ac-7b408afa1381,瑞安市万松东路和平1号地块拆迁安置房配电工程,A3303810530000750_01000,2020-10-20 14:43:42.0,浙江省工业设备安装集团有限公司,913300001429110966,4993600,宋追庆,365,合格,瑞安市万松东路和平1号地块拆迁安置房配电工程,2020-10-20 14:43:42.0,330381,,瑞安市公共资源交易中心,,,瑞安市公共资源交易中心,,A3303810530
2111,0e8724f2-3df9-4758-9d97-c10a5e4af566,义乌国际电子商务城二期建设工程景观绿化工程二标段,YW20210326002-S00200000,2021-06-30 10:31:56.0,浙江绣水园林建设有限公司,91330782755910379W,8191578,金飞兰,200,达到国家现行施工验收规范合格标准,义乌国际电子商务城二期建设工程景观绿化工程,2021-06-30 10:31:56.0,330782,,义乌市公共资源交易中心,,,义乌市·市本级,,A3307820880
2112,44534ead-2cc2-4b90-9ecf-dfa3c7506ebc,,A3310821150002169001001,2021-03-25 16:56:39.0,金华市起航建设股份有限公司,91330703MA28DWT43P,1554438,,0,,,2021-03-25 16:56:39.0,331000,0.00,临海市公共资源交易中心,,,,,A3310821150
2113,7063c489-8c7f-46e5-9e94-063bf9302e1e,宁波杭州湾新区奥特莱斯区块综合整治工程（设计）（重招）,A3302321320000386001001,2022-11-29 14:48:00.0,宁波市城建设计研究院有限公司,91330203419534466H,876945,陈工,0,按国家技术规范、标准及规程，达到国家规范、主管部门及设计任务书要求的设计深度。,宁波杭州湾新区奥特莱斯区块综合整治工程（设计）(重招),2022-11-16 13:00:00.0,330232,,杭州湾公共资源交易中心,,,杭州湾新区公共资源交管办,,A3302321320
2115,30f78ff7-ce6f-49b5-88bf-ea725ee99af5,青田县祯埠镇2020年高标准农田建设项目000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,A3311011160004225001001,2020-08-03 12:02:05.0,丽水六和建设有限公司,91331122697034955F,1337814.04,无,180,1,青田县祯埠镇2020年高标准农田建设项目,2020-08-03 12:01:36.0,331121,,青田县公共资源交易中心,,,丽水市行政审批服务管理办公室,,A3311211180
2116,f86dffb3-07dd-48ad-9780-99891f77b348,义乌市稠江街道羊角山村文化礼堂及居家养老工程,CJ20201014001-S00100000,2020-10-30 18:40:10.0,金华合坤建设有限公司,91330702327871924A,0,潘晓梨,30,合格,义乌市稠江街道羊角山村文化礼堂及居家养老工程,2020-10-30 18:40:10.0,330782,9.60%,义乌市公共资源交易中心,,,义乌市·稠江街道,,A3307820880
2117,89cf6daa-89ae-40d1-9383-418956f1f3bd,青山湖街道蒋杨社区邻里中心项目-装修工程,A3301850210300263001001,2021-05-12 09:00:00.0,杭州鸿跃建设工程有限公司,91330185MA2CCYUA2B,3482757,程小东,0,无,青山湖街道蒋杨社区邻里中心项目-装修工程,2021-03-26 15:29:11.0,330185,,临安市公共资源招投标交易中心,,,杭州市临安区住房和城乡建设局,,A3301850210
2118,c5e69483-c4bf-4086-b3e4-827fecf73259,施工1标,E3300000007000355002001,2020-10-26 00:00:00.0,浙江江河建设有限公司,91330604MA29E6AJ0N,49473305,任伟民,426,无,绍兴市上虞区虞北平原崧北河综合治理工程,2020-10-26 09:15:32.0,330000,,浙江省公共资源交易中心,,,浙江省招标投标管理中心,,A3300000020
2119,096ea980-cb55-4f54-87e4-da77af78fed7,余姚市农村饮用水达标工程-水厂供水管网能延则延兼并水站改造工程（河姆渡镇河姆渡村）,E3302810067001426001001,2020-06-02 20:30:26.0,浙江银晖生态建设有限公司,91330206MA2AHT4155,8182999,夏春勇,180,符合现行国家质量验收评定标准,余姚市农村饮用水达标工程-水厂供水管网能延则延兼并水站改造工程（河姆渡镇河姆渡村）,2020-06-02 08:22:14.0,330281,,余姚市公共资源交易平台,,,余姚市公共资源交易管理办公室,,A3302810380
2120,7f916f5e-0372-4360-b653-18a892eb133f,蛟川北区念初地块安置房项目勘察、设计,A3302110270000304001001,2022-10-28 15:18:00.0,"宁波市城建设计研究院有限公司,浙江省工程勘察设计院集团有限公司",91330203419534466H,6741900,周工,0,-,蛟川北区念初地块安置房项目勘察、设计,2022-10-18 09:00:00.0,330211,,镇海公共资源交易中心,,,镇海区住建局建招办,,A3302110270
2121,7e6ab497-6461-49ef-ae6f-2c1a89f66365,"乐清市虹桥镇沥青路面维修工程(建成区)2021年,",A3303820540001254001001,2021-05-14 14:37:09.0,衢州华宏环境建设有限公司,91330881063153274L,92,无,365,1,乐清市虹桥镇沥青路面维修工程(建成区)2021年,2021-05-14 14:37:01.0,330382,,乐清市公共资源交易中心,,,乐清市建设工程招标投标管理站,,A3303820540
2122,de108ee3-bf7c-470a-8967-8440b41f987c,临港新城启动区智慧停车场,A3310821150002021001001,2020-12-11 16:25:10.0,浙江创立建设工程有限公司,91330324MA2CN1DL47,10425927,赵文奎,0,合格,临港新城启动区智慧停车场,2020-12-11 16:25:10.0,331000,0.0000,临海市公共资源交易中心,,,临海市公共资源交易管理办公室,,A3310821150
2123,b9e19a8b-72a2-4e0f-a88a-ae1ea53c34cf,游学综合服务中心及配套设施项目监理,A3307810870001503001001,2022-09-23 15:30:30.0,浙江明康工程咨询有限公司,913301002539258961,1260000,王夫峙,0,不低于国家相关验收的合格标准,游学综合服务中心及配套设施项目监理,2022-09-13 20:00:00.0,330781,,兰溪市公共资源交易中心,,,兰溪市住房与城乡建设局,,A3307810870
2124,72a78234-ecdf-49a1-bf26-fb7c1ed439cd,义乌市城市有机更新孝子祠社区回迁房地块二土石方及基坑支护工程,YW20210907003-S00100000,2021-11-10 09:11:53.0,金华名宇建设有限公司,913307027829471505,30505330,徐樟委,150,符合国家现行施工验收规范合格标准,义乌市城市有机更新孝子祠社区回迁房地块二土石方及基坑支护工程,2021-11-10 09:11:53.0,330782,,义乌市公共资源交易中心,,,义乌市·市本级,,A3307820880
2125,ce538f36-9f09-4506-95e6-506491262a61,天仙花苑西区排屋配套工程施工监理,A3304240590000417001001,2020-03-17 15:02:11.0,海盐县工程建设监理有限责任公司,913304247125960174,223018,毛元法,0,/,天仙花苑西区排屋配套工程施工监理,2020-03-17 15:02:11.0,330424,,海盐县公共服务平台,,,新点电子招投标监督平台,,A3304240590
2127,965fb824-69d6-4a70-b70d-8740f7746ee0,余姚大道和姚北大道路侧提升工程,E3302810067001939001001,2021-04-08 00:00:00.0,宁波昊立市政园林建设有限公司,913302115994974700,10154567,汪志发,120,符合现行国家质量验收评定标准,余姚大道和姚北大道路侧提升工程,2021-04-06 15:01:20.0,330281,,余姚市公共资源交易平台,,,余姚市公共资源交易管理办公室,,A3302810380
2128,cf22712c-0f50-4352-b4ff-5be6128c6f6d,澉浦镇澉南村公共服务用房工程,A3304240590002894001001,2022-09-15 14:46:56.0,浙江南湖建设有限公司,913304011465043324,16981000,池根红,0,/,澉浦镇澉南村公共服务用房工程,2022-09-15 14:46:56.0,330424,,海盐县公共服务平台,,,海盐县住建局,,A3304240590
2129,cf2583b1-7225-4dfe-bd92-5f1327c87e65,台州市引水工程(黄岩院桥段)临时用地复垦项目,A3310011060002633001001,2022-09-22 11:21:16.0,杭州萧宏建设环境集团有限公司,91330108253934178H,10124801,周毓媛,120,合格,台州市引水工程,2022-09-16 19:38:40.0,331001,/,台州市公共资源交易中心,,,台州市发展和改革委员会,,A3310011060
